362,3319
310,3341
262,3338
266,3373
221,3376
76,3382
218,3507
288,3552
52,3568
110,3304
63,3171
78,2974
135,2805
216,3038
374,2917
454,2834
421,2787
376,2597
303,2521
175,2649
124,2614
41,2666
19,2791
256,2830
605,2843
765,2666
819,2597
921,2532
1020,2515
982,2612
882,2644
819,2475
767,2413
712,2524
677,2541
625,2553
635,2619
565,2401
499,2289
455,1943
487,2050
547,2077
600,2192
602,2258
396,2302
364,2203
293,2252
239,2210
85,2385
76,2234
209,2004
202,1878
22,1887
22,1857
19,1567
124,1567
101,1593
225,1543
254,1537
312,1694
332,1722
386,1815
414,1804
546,1758
647,1938
729,1798
852,1797
873,1828
893,1844
898,1941
1073,1967
1223,1989
1370,1898
1437,1835
1347,1654
1296,1658
1208,1560
1352,1623
1386,1592
1579,1627
1587,1502
1572,1489
1569,1480
1458,1391
1610,1733
1709,1708
1775,1595
1771,1500
1809,1562
1922,1525
1994,1312
1964,1284
1912,1269
1906,1268
1704,1248
1656,1146
1490,1149
1454,1095
1473,1182
1474,1315
1397,1286
1322,1390
1129,1323
1003,1315
898,1363
894,1366
864,1616
797,1699
1046,1724
1083,2083
1080,2261
1029,2224
1107,2335
1118,2373
1281,2391
1394,2278
1324,2501
1722,2534
1735,2601
1779,2540
1755,2368
1744,2281
1742,2207
1596,2135
1839,2300
1842,2043
1946,2104
1966,1896
1999,1900
2028,1849
1975,1779
1865,1850
1891,1895
2366,1898
2385,1822
2483,1750
2500,1584
2467,1505
2572,1528
2587,1417
2508,1372
2706,1400
2683,1580
2767,1577
2891,1631
2804,1502
2769,1453
2693,1236
2718,1196
2694,1090
2616,1154
2538,1090
2485,1056
2429,1155
2383,1241
2287,1232
2239,1111
2412,994
2382,811
2285,771
2292,687
2175,702
2204,589
2208,598
2181,720
2177,888
2172,1035
2106,1153
2047,967
1973,843
1982,747
1957,695
2033,476
1878,502
1822,522
1535,477
1393,399
1457,449
1612,640
1637,780
1518,820
1448,788
1333,804
1350,709
1206,710
1209,303
1160,353
1051,463
1094,594
1201,557
1149,719
1179,878
1148,959
1013,979
849,984
814,956
699,960
663,855
692,976
658,1092
631,1105
698,1202
565,1289
482,1341
608,1414
485,1385
402,1232
410,1196
361,1009
241,980
245,1054
85,1081
56,1309
213,946
177,916
151,845
309,821
250,666
227,622
188,559
287,469
258,519
178,566
76,484
17,240
